id,date,election_phase,way_of_voting,voting_intention,party,city_id,city,county_id,county_desc,city_id2,city_id3
661109,11/07/2017,11/07/2017 MUNICIPAL ELECTION,IN-PERSON,DEM,DEMOCRATIC,30-1,30-1,32,DURHAM,30-1,30-1
30311070,11/07/2017,11/07/2017 MUNICIPAL ELECTION,IN-PERSON,REP,REPUBLICAN,05,05,32,DURHAM,05,05
241362,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,1201,ROCKY MOUNT 1,33,EDGECOMBE,1201,1201
30094346,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,09,EAST MAIDEN,18,CATAWBA,09,09
9903627,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,SF1,SF1,41,GUILFORD,SF1,SF1
9848971,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,02-07,02-07,13,CABARRUS,02-07,02-07
30114182,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,08-00,08-00,13,CABARRUS,08-00,08-00
7627646,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,46,MOUNT HOLLY #2,36,GASTON,46,46
30241691,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,05-07,PRECINCT 05-07,92,WAKE,05-04,05-04
3253740,11/08/2011,11/08/2011 MUNICIPAL GENERAL,IN-PERSON,DEM,DEMOCRATIC,05,HEALTH CENTER,36,GASTON,05,05
30090434,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,UNA,UNAFFILIATED,067,067,34,FORSYTH,067,067
30278647,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,072,072,34,FORSYTH,072,072
165983062,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G3A,PEARCES MILL #2-G3,26,CUMBERLAND,G3,G3
30257679,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,G14,G14,41,GUILFORD,G14,G14
30255988,11/08/2016,11/08/2016 GENERAL,IN-PERSON,DEM,DEMOCRATIC,905,905,34,FORSYTH,905,905
30077104,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,02-05,02-05,13,CABARRUS,02-05,02-05
698746,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,30-2,30-2,32,DURHAM,30-2,30-2
302600,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,06N,NORTH GRAHAM,1,ALAMANCE,06N,06N
379665,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,18.2,18.2,11,BUNCOMBE,101.1,101.1
600034161,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,10B,MOSQUITO 2,10,BRUNSWICK,10,10
7666963,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,BC13,BOGER CITY,55,LINCOLN,BC13,BC13
362175,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,44.1,LOWER HOMINY 1,11,BUNCOMBE,44.1,44.1
30105419,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,02-03,02-03,13,CABARRUS,02-03,02-03
10152482,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G65,G65,41,GUILFORD,G65,G65
30039090,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,01-04,01-04,13,CABARRUS,01-04,01-04
30203308,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,30-1,30-1,32,DURHAM,30-1,30-1
99114,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,0013,ICARD 03,12,BURKE,0013,0013
10121241,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,03,ARCHDALE 3,76,RANDOLPH,03,03
298877,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,57.1,57.1,11,BUNCOMBE,57.1,57.1
323323,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,59.1,REEMS CREEK,11,BUNCOMBE,59.1,59.1
9959086,05/04/2010,05/04/2010 PRIMARY,IN-PERSON,REP,REPUBLICAN,FR5A,FR5A,41,GUILFORD,FR5,FR5
1035251,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,09A,DANIELTOWN-SULPHUR SPRINGS,81,RUTHERFORD,09A,09A
26233,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,T4,TAYLORSVILLE #4,2,ALEXANDER,T4,T4
1459089,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,PR28,LOVELADY-ONE,14,CALDWELL,PR28,PR28
7690666,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,14,GARDNER PARK,36,GASTON,14,14
49327,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,P202,BLADENBORO #2,9,BLADEN,P202,P202
841890,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,REP,REPUBLICAN,PR08,BLACK RIVER,43,HARNETT,PR08,PR08
242831,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,1203,WEST EDGECOMBE,33,EDGECOMBE,1203,1203
600056462,11/08/2016,11/08/2016 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,04A,BELVILLE 1,10,BRUNSWICK,04,04
867563,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,PR07,BARBECUE,43,HARNETT,PR07,PR07
1921350,11/04/2014,11/04/2014 GENERAL,IN-PERSON,DEM,DEMOCRATIC,03,PLEASANT RIDGE,36,GASTON,03,03
600070491,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,05,TOWNCREEK,10,BRUNSWICK,05,05
102192,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,MHD1,MOREHEAD 1,16,CARTERET,MHD1,MHD1
7540987,11/02/2010,11/02/2010 GENERAL,IN-PERSON,UNA,UNAFFILIATED,39,ALEXIS,36,GASTON,39,39
64327,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,01-06,01-06,13,CABARRUS,01-06,01-06
7669286,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,39,ALEXIS,36,GASTON,39,39
600005485,11/02/2010,11/02/2010 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,04C,BELVILLE 3,10,BRUNSWICK,04,04
10123751,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,206,206,34,FORSYTH,206,206
206741,11/03/2009,11/03/2009 MUNICIPAL GENERAL,IN-PERSON,DEM,DEMOCRATIC,G25,G25,41,GUILFORD,G25,G25
9754987,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,ST1,STATESVILLE #1,49,IREDELL,ST1,ST1
404743,11/03/2009,11/03/2009 MUNICIPAL GENERAL,IN-PERSON,DEM,DEMOCRATIC,SF4,SF4,41,GUILFORD,SF4,SF4
9414150,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,FT,FALLSTOWN,49,IREDELL,FT,FT
134224,11/05/2013,11/05/2013 MUNICIPAL,IN-PERSON,UNA,UNAFFILIATED,22,WEST HAVELOCK,25,CRAVEN,22,22
150080,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,50,REEDY CREEK #50,29,DAVIDSON,50,50
404535,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,SJ,ST JOHN,68,ORANGE,SJ,SJ
66049941,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,CC03,CROSS CREEK 03,26,CUMBERLAND,CC03,CC03
30004898,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,STEC,STECOAH,38,GRAHAM,STEC,STEC
10154482,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,012,012,34,FORSYTH,012,012
304258,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,41.1,FRENCH BROAD,11,BUNCOMBE,41.1,41.1
10031670,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,NCGR1,NCGR1,41,GUILFORD,NCGR1,NCGR1
5211675,11/02/2010,11/02/2010 GENERAL,IN-PERSON,REP,REPUBLICAN,FT,FALLSTOWN,49,IREDELL,FT,FT
895050,11/06/2012,11/06/2012 GENERAL,IN-PERSON,DEM,DEMOCRATIC,64,RAEFORD #4,47,HOKE,64,64
10126155,05/06/2014,05/06/2014 PRIMARY,ABSENTEE BY MAIL,REP,REPUBLICAN,RC,ROCK CENTRAL,79,ROCKINGHAM,RC,RC
7537130,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,REP,REPUBLICAN,37,CHERRYVILLE #3,36,GASTON,37,37
9000491,11/08/2016,11/08/2016 GENERAL,IN-PERSON,DEM,DEMOCRATIC,126,BURLINGTON 6,1,ALAMANCE,126,126
54116,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,P30,CARVERS CREEK,9,BLADEN,P30,P30
9114820,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,13,HAW RIVER,1,ALAMANCE,13,13
9811500,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,OL,OLIN,49,IREDELL,OL,OL
600162,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,NWASH,NWASH,41,GUILFORD,NWASH,NWASH
132923,11/03/2009,11/03/2009 MUNICIPAL GENERAL,IN-PERSON,REP,REPUBLICAN,65.1,65.1,11,BUNCOMBE,65.1,65.1
232372,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,1203,WEST EDGECOMBE,33,EDGECOMBE,1203,1203
881223,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,PR07,BARBECUE,43,HARNETT,PR07,PR07
10058867,05/04/2010,05/04/2010 PRIMARY,IN-PERSON,REP,REPUBLICAN,112,112,34,FORSYTH,112,112
30184568,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,23,23,32,DURHAM,23,23
865072,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,PR26,ERWIN/DUKE,43,HARNETT,PR26,PR26
374391,11/04/2014,11/04/2014 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,03.1,03.1,11,BUNCOMBE,03.1,03.1
176127,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,16,GUMTREE # 16,29,DAVIDSON,16,16
165245,07/17/2012,07/17/2012 SECOND PRIMARY,PROVISIONAL,DEM,DEMOCRATIC,05.1,05.1,11,BUNCOMBE,05.1,05.1
66025845,11/05/2013,11/05/2013 MUNICIPAL GENERAL,IN-PERSON,UNA,UNAFFILIATED,EO61-2,EASTOVER 2,26,CUMBERLAND,EO61-2,EO61-2
190705,05/04/2010,05/04/2010 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,T2,TAYLORSVILLE #2,2,ALEXANDER,T2,T2
600012759,05/06/2008,05/06/2008 PRIMARY,TRANSFER,DEM,DEMOCRATIC,06,BOONE 2,95,WATAUGA,06,06
93565,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,REP,REPUBLICAN,44.1,44.1,11,BUNCOMBE,44.1,44.1
629286,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,G15,G15,41,GUILFORD,G15,G15
9065739,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,23,MOUNTAIN VIEW #1,18,CATAWBA,23,23
9153384,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,09N,NORTH THOMPSON,1,ALAMANCE,09N,09N
30146089,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,808,808,34,FORSYTH,808,808
261372,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,35.1,35.1,11,BUNCOMBE,35.1,35.1
10034054,11/02/2010,11/02/2010 GENERAL,IN-PERSON,UNA,UNAFFILIATED,G36,G36,41,GUILFORD,G36,G36
336400,11/08/2011,11/08/2011 MUNICIPAL GENERAL,IN-PERSON,DEM,DEMOCRATIC,02.1,02.1,11,BUNCOMBE,02.1,02.1
7718561,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,37,CHERRYVILLE #3,36,GASTON,37,37
125227,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,IS23,IRON STATION,55,LINCOLN,IS23,IS23
30117792,11/08/2016,11/08/2016 GENERAL,ABSENTEE BY MAIL,UNA,UNAFFILIATED,02-06,02-06,13,CABARRUS,02-06,02-06
30154555,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,TCRK,TRANTERS CREEK,7,BEAUFORT,TCRK,TCRK
10160708,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,KENA,KENANSVILLE,31,DUPLIN,KENA,KENA
10192299,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,804,804,34,FORSYTH,804,804
9777970,05/06/2014,05/06/2014 PRIMARY,IN-PERSON,REP,REPUBLICAN,SB,SHARPESBURG,49,IREDELL,SB,SB
235966,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,1001,PINETOPS,33,EDGECOMBE,1001,1001
10156998,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,055,055,34,FORSYTH,055,055
204620,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,G2,GWALTNEY #2,2,ALEXANDER,G2,G2
9108767,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,06S,SOUTH GRAHAM,1,ALAMANCE,06S,06S
7665492,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,37,CHERRYVILLE #3,36,GASTON,37,37
10111305,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,031,031,34,FORSYTH,031,031
7591800,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,28,ST STEPHENS #1,18,CATAWBA,28,28
1047856,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,S C,SHELBY CENTRAL,23,CLEVELAND,S3,S 3
1168600,05/08/2012,05/08/2012 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,PR15,LOVELADY-TWO,14,CALDWELL,PR15,PR15
7643577,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,DEM,DEMOCRATIC,16,GASTON DAY,36,GASTON,16,16
10028682,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,22,NORTH PEMBROKE,78,ROBESON,22,22
600037611,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,806,806,34,FORSYTH,806,806
30106397,11/08/2016,11/08/2016 GENERAL,PROVISIONAL,UNA,UNAFFILIATED,02-09,02-09,13,CABARRUS,02-09,02-09
113835,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,0052,SILVER CREEK 02,12,BURKE,0052,0052
7460650,11/04/2014,11/04/2014 GENERAL,IN-PERSON,UNA,UNAFFILIATED,804,804,34,FORSYTH,804,804
9863715,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,ES,ETOWAH SOUTH,45,HENDERSON,ES,ES
66001219,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,G2E,WESTAREA-G2,26,CUMBERLAND,G2,G2
279234,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,67.1,WEAVERVILLE,11,BUNCOMBE,67.1,67.1
618221,11/06/2012,11/06/2012 GENERAL,IN-PERSON,REP,REPUBLICAN,SUM2,SUM2,41,GUILFORD,SUM2,SUM2
31656,11/04/2014,11/04/2014 GENERAL,IN-PERSON,UNA,UNAFFILIATED,14,OLD FIELDS,5,ASHE,14,14
270300,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,05.1,ASHEVILLE 5,11,BUNCOMBE,05.1,05.1
30147951,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,072,072,34,FORSYTH,072,072
302352,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,20.1,20.1,11,BUNCOMBE,20.1,20.1
167421,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,52,SILVER HILL #52,29,DAVIDSON,52,52
3588850,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,REP,REPUBLICAN,DV2-B,DAVIDSON #2-B,49,IREDELL,DV2-B,DV2-B
1042456,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,LAWNDL,LAWNDALE,23,CLEVELAND,LAWNDL,LAWNDL
30024506,11/06/2012,11/06/2012 GENERAL,ABSENTEE BY MAIL,UNA,UNAFFILIATED,26,OAKLAND HEIGHTS,18,CATAWBA,26,26
162703,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,50,REEDY CREEK #50,29,DAVIDSON,50,50
166020470,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G2E,WESTAREA-G2,26,CUMBERLAND,G2,G2
320335409,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,CUL,CULLOWHEE,50,JACKSON,CUL,CUL
30101503,06/07/2016,06/07/2016 CONGRESSIONAL PRIMARY,IN-PERSON,REP,REPUBLICAN,04-05,04-05,13,CABARRUS,04-05,04-05
9802322,11/04/2014,11/04/2014 GENERAL,ABSENTEE BY MAIL,REP,REPUBLICAN,OR2,OR2,41,GUILFORD,OR2,OR2
9070600,11/04/2014,11/04/2014 GENERAL,IN-PERSON,REP,REPUBLICAN,24,MOUNTAIN VIEW #2,18,CATAWBA,24,24
9908172,06/07/2016,06/07/2016 CONGRESSIONAL PRIMARY,IN-PERSON,REP,REPUBLICAN,H16,H16,41,GUILFORD,H16,H16
166122927,11/03/2015,11/03/2015 MUNICIPAL GENERAL,IN-PERSON,REP,REPUBLICAN,G2D,LONGHILL-G2,26,CUMBERLAND,G2,G2
9786775,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,CC4,CODDLE CREEK #4,49,IREDELL,CC4,CC4
400357,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,17.1,17.1,11,BUNCOMBE,17.1,17.1
558651,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,H16,H16,41,GUILFORD,H16,H16
10056858,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,051,051,34,FORSYTH,051,051
166041649,11/03/2009,11/03/2009 MUNICIPAL GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,G5A,AUMAN-G5,26,CUMBERLAND,G5,G5
30040767,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,02-06,02-06,13,CABARRUS,02-06,02-06
30196763,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,36,36,32,DURHAM,36,36
828641,05/06/2008,05/06/2008 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,PR07,BARBECUE,43,HARNETT,PR07,PR07
166016076,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,G11A,SPRING LAKE-G11,26,CUMBERLAND,G11,G11
30290843,11/07/2017,11/07/2017 MUNICIPAL,IN-PERSON,DEM,DEMOCRATIC,067,067,34,FORSYTH,067,067
30114780,11/04/2014,11/04/2014 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,27,27,32,DURHAM,27,27
30292441,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,26,26,32,DURHAM,26,26
742712,11/04/2008,11/04/2008 GENERAL,IN-PERSON,REP,REPUBLICAN,FRCO,FRISCO,28,DARE,FRCO,FRCO
30070528,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,09-00,09-00,13,CABARRUS,09-00,09-00
209149,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,G1G2,GWALTNEY #1 #2,2,ALEXANDER,G2,G2
166070163,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G2E-2,WESTAREA-2-G2,26,CUMBERLAND,G2,G2
179121,05/06/2014,05/06/2014 PRIMARY,ABSENTEE BY MAIL,DEM,DEMOCRATIC,48.1,48.1,11,BUNCOMBE,48.1,48.1
10045331,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,074,074,34,FORSYTH,074,074
58383,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,P502,ELIZABETHTOWN #2,9,BLADEN,P502,P502
7655642,11/04/2008,11/04/2008 GENERAL,IN-PERSON,UNA,UNAFFILIATED,18,ASHBROOK,36,GASTON,18,18
14510636,03/15/2016,03/15/2016 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,PR13,LITTLE RIVER,14,CALDWELL,PR13,PR13
167376,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,LP,LAUREL PARK,45,HENDERSON,LP,LP
257519,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,DEM,DEMOCRATIC,0103,TARBORO 3,33,EDGECOMBE,0103,0103
166001399,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,G5B,CROSS CREEK #28-G5,26,CUMBERLAND,G5,G5
6025600,11/04/2014,11/04/2014 GENERAL,IN-PERSON,UNA,UNAFFILIATED,ST5,STATESVILLE #5,49,IREDELL,ST5,ST5
9969849,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,JEF3,JEF3,41,GUILFORD,JEF3,JEF3
7635836,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,13,RANLO,36,GASTON,13,13
165543,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,50,REEDY CREEK #50,29,DAVIDSON,50,50
7594398,05/06/2008,05/06/2008 PRIMARY,ABSENTEE ONESTOP,DEM,DEMOCRATIC,20,BESSEMER CITY #1,36,GASTON,20,20
127468,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,H11,H11,41,GUILFORD,H11,H11
9918057,11/04/2008,11/04/2008 GENERAL,ABSENTEE BY MAIL,UNA,UNAFFILIATED,H20A,H20A,41,GUILFORD,H20A,H20A
9065814,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,28,ST STEPHENS #1,18,CATAWBA,28,28
10165544,11/06/2012,11/06/2012 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,01,ROCKINGHAM #1,77,RICHMOND,01,01
552888,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,44,44,32,DURHAM,44,44
30227169,11/05/2013,11/05/2013 MUNICIPAL ELECTION,IN-PERSON,REP,REPUBLICAN,30-1,30-1,32,DURHAM,30-1,30-1
1462422,11/08/2016,11/08/2016 GENERAL,IN-PERSON,UNA,UNAFFILIATED,03,WOODBURN,10,BRUNSWICK,03,03
233289,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,0701,BATTLEBORO,33,EDGECOMBE,0701,0701
166091014,11/04/2014,11/04/2014 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,G8C,CUMBERLAND 3-G8,26,CUMBERLAND,G8,G8
112652,11/04/2014,11/04/2014 GENERAL,IN-PERSON,DEM,DEMOCRATIC,0070,SALEM,12,BURKE,0070,0070
64617861,11/04/2014,11/04/2014 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,CUL,CULLOWHEE,50,JACKSON,CUL,CUL
14513591,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,PR33,HUDSON #33,14,CALDWELL,PR05,PR05
9003397,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,34,STARTOWN,18,CATAWBA,34,34
600030190,11/06/2012,11/06/2012 GENERAL,IN-PERSON,UNA,UNAFFILIATED,21,BOILING SPRING LAKES,10,BRUNSWICK,21,21
30093015,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,107.1,PCT 107,60,MECKLENBURG,107.1,107.1
30020047,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,REP,REPUBLICAN,31,SHERRILLS FORD,18,CATAWBA,31,31
320351982,11/08/2016,11/08/2016 GENERAL,IN-PERSON,REP,REPUBLICAN,QUA,QUALLA,50,JACKSON,QUA,QUA
332975,11/04/2008,11/04/2008 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,60.3,60.3,11,BUNCOMBE,100.1,100.1
14514709,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,UNA,UNAFFILIATED,PR18,LOWER CREEK #3,14,CALDWELL,PR18,PR18
10054730,03/15/2016,03/15/2016 PRIMARY,IN-PERSON,REP,REPUBLICAN,909,909,34,FORSYTH,909,909
896270,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,PR29,WEST AVERASBORO,43,HARNETT,PR29,PR29
609812,10/10/2017,10/10/2017 MUNICIPAL PRIMARY,IN-PERSON,REP,REPUBLICAN,30-1,30-1,32,DURHAM,30-1,30-1
9811426,11/08/2016,11/08/2016 GENERAL,ABSENTEE ONESTOP,DEM,DEMOCRATIC,CD,CONCORD,49,IREDELL,CD,CD
1013767,11/04/2008,11/04/2008 GENERAL,IN-PERSON,DEM,DEMOCRATIC,MULLS,MULLS,23,CLEVELAND,MULLS,MULLS
7668051,05/08/2012,05/08/2012 PRIMARY,ABSENTEE ONESTOP,REP,REPUBLICAN,43,STANLEY #1,36,GASTON,43,43
